,caucus,congress_numbers,current,description,district,enddate,extra__address,extra__contact_form,extra__fax,extra__how,extra__office,extra__rss_url,id,leadership_title,party,person__bioguideid,person__birthday,person__cspanid,person__firstname,person__gender,person__gender_label,person__id,person__lastname,person__link,person__middlename,person__name,person__namemod,person__nickname,person__osid,person__pvsid,person__sortname,person__twitterid,person__youtubeid,phone,role_type,role_type_label,senator_class,senator_class_label,senator_rank,senator_rank_label,startdate,state,title,title_long,website
238,,[115],True,Representative for Florida's 14th congressional district,14.0,2019-01-03,2052 Rayburn HOB; Washington DC 20515-0914,,,,2052 Rayburn House Office Building,http://castor.house.gov/news/rss.aspx,43965,,Democrat,C001066,1966-08-20,1022874.0,Kathy,female,Female,412195,Castor,https://www.govtrack.us/congress/members/kathy_castor/412195,,Rep. Kathy Castor [D-FL14],,,N00027514,53825.0,"Castor, Kathy (Rep.) [D-FL14]",USRepKCastor,RepKathyCastor,202-225-3376,representative,Representative,,,,,2017-01-03,FL,Rep.,Representative,http://castor.house.gov
239,,[115],True,Representative for Florida's 16th congressional district,16.0,2019-01-03,2104 Rayburn HOB; Washington DC 20515-0916,,,,2104 Rayburn House Office Building,http://buchanan.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=2,43966,,Republican,B001260,1951-05-08,1021626.0,Vern,male,Male,412196,Buchanan,https://www.govtrack.us/congress/members/vern_buchanan/412196,,Rep. Vern Buchanan [R-FL16],,,N00027626,66247.0,"Buchanan, Vern (Rep.) [R-FL16]",VernBuchanan,vernbuchanan,202-225-5015,representative,Representative,,,,,2017-01-03,FL,Rep.,Representative,https://buchanan.house.gov
240,,[115],True,Representative for Georgia's 4th congressional district,4.0,2019-01-03,2240 Rayburn HOB; Washington DC 20515-1004,,,,2240 Rayburn House Office Building,http://hankjohnson.house.gov/rss.xml,43967,,Democrat,J000288,1954-10-02,1020576.0,Henry,male,Male,412199,Johnson,https://www.govtrack.us/congress/members/henry_johnson/412199,C.,Rep. Henry “Hank” Johnson [D-GA4],Jr.,Hank,N00027848,68070.0,"Johnson, Henry “Hank” (Rep.) [D-GA4]",RepHankJohnson,RepHankJohnson,202-225-1605,representative,Representative,,,,,2017-01-03,GA,Rep.,Representative,https://hankjohnson.house.gov
241,,[115],True,Representative for Illinois's 6th congressional district,6.0,2019-01-03,2246 Rayburn HOB; Washington DC 20515-1306,,,,2246 Rayburn House Office Building,http://roskam.house.gov/index.php?format=feed&amp;type=rss,43968,,Republican,R000580,1961-09-13,1021912.0,Peter,male,Male,412202,Roskam,https://www.govtrack.us/congress/members/peter_roskam/412202,J.,Rep. Peter Roskam [R-IL6],,,N00004719,6382.0,"Roskam, Peter (Rep.) [R-IL6]",PeterRoskam,RoskamIL06,202-225-4561,representative,Representative,,,,,2017-01-03,IL,Rep.,Representative,https://roskam.house.gov
242,,[115],True,Representative for Iowa's 2nd congressional district,2.0,2019-01-03,1527 Longworth HOB; Washington DC 20515-1502,,,,1527 Longworth House Office Building,http://loebsack.house.gov/news/rss.aspx,43969,,Democrat,L000565,1952-12-23,1022883.0,David,male,Male,412209,Loebsack,https://www.govtrack.us/congress/members/david_loebsack/412209,,Rep. David Loebsack [D-IA2],,,N00027741,68964.0,"Loebsack, David (Rep.) [D-IA2]",DaveLoebsack,congressmanloebsack,202-225-6576,representative,Representative,,,,,2017-01-03,IA,Rep.,Representative,http://loebsack.house.gov
243,,[115],True,Representative for Kentucky's 3rd congressional district,3.0,2019-01-03,131 Cannon HOB; Washington DC 20515-1703,,,,131 Cannon House Office Building,,43970,,Democrat,Y000062,1947-11-04,1021662.0,John,male,Male,412211,Yarmuth,https://www.govtrack.us/congress/members/john_yarmuth/412211,A.,Rep. John Yarmuth [D-KY3],,,N00028073,58579.0,"Yarmuth, John (Rep.) [D-KY3]",RepJohnYarmuth,RepJohnYarmuth,202-225-5401,representative,Representative,,,,,2017-01-03,KY,Rep.,Representative,https://yarmuth.house.gov
244,,[115],True,Representative for Maryland's 3rd congressional district,3.0,2019-01-03,2444 Rayburn HOB; Washington DC 20515-2003,,,,2444 Rayburn House Office Building,http://sarbanes.house.gov/rss_news.asp,43971,,Democrat,S001168,1962-05-22,1022884.0,John,male,Male,412212,Sarbanes,https://www.govtrack.us/congress/members/john_sarbanes/412212,P.,Rep. John Sarbanes [D-MD3],,,N00027751,66575.0,"Sarbanes, John (Rep.) [D-MD3]",RepSarbanes,,202-225-4016,representative,Representative,,,,,2017-01-03,MD,Rep.,Representative,https://sarbanes.house.gov
245,,[115],True,Representative for Michigan's 7th congressional district,7.0,2019-01-03,2436 Rayburn HOB; Washington DC 20515-2207,,,,2436 Rayburn House Office Building,http://walberg.house.gov/news/rss.aspx,43972,,Republican,W000798,1951-04-12,1022844.0,Tim,male,Male,412213,Walberg,https://www.govtrack.us/congress/members/tim_walberg/412213,,Rep. Tim Walberg [R-MI7],,,N00026368,8618.0,"Walberg, Tim (Rep.) [R-MI7]",RepWalberg,RepWalberg,202-225-6276,representative,Representative,,,,,2017-01-03,MI,Rep.,Representative,http://walberg.house.gov
246,,[115],True,Representative for Minnesota's 1st congressional district,1.0,2019-01-03,2313 Rayburn HOB; Washington DC 20515-2301,,,,2313 Rayburn House Office Building,http://walz.house.gov/index.php?format=feed&amp;type=rss,43973,,Democrat,W000799,1964-04-06,1018510.0,Timothy,male,Male,412214,Walz,https://www.govtrack.us/congress/members/timothy_walz/412214,James,Rep. Timothy Walz [D-MN1],,,N00027467,65443.0,"Walz, Timothy (Rep.) [D-MN1]",RepTimWalz,1529tjw,202-225-2472,representative,Representative,,,,,2017-01-03,MN,Rep.,Representative,https://walz.house.gov
247,,[115],True,Representative for Minnesota's 5th congressional district,5.0,2019-01-03,2263 Rayburn HOB; Washington DC 20515-2305,,,,2263 Rayburn House Office Building,http://ellison.house.gov/index.php?format=feed&amp;type=rss,43974,,Democrat,E000288,1963-08-04,1022556.0,Keith,male,Male,412215,Ellison,https://www.govtrack.us/congress/members/keith_ellison/412215,Maurice,Rep. Keith Ellison [D-MN5],,,N00028257,38982.0,"Ellison, Keith (Rep.) [D-MN5]",KeithEllison,RepKeithEllison,202-225-4755,representative,Representative,,,,,2017-01-03,MN,Rep.,Representative,https://ellison.house.gov
248,,[115],True,Representative for Nebraska's 3rd congressional district,3.0,2019-01-03,320 Cannon HOB; Washington DC 20515-2703,,,,320 Cannon House Office Building,http://adriansmith.house.gov/rss.xml,43975,,Republican,S001172,1970-12-19,1022845.0,Adrian,male,Male,412217,Smith,https://www.govtrack.us/congress/members/adrian_smith/412217,,Rep. Adrian Smith [R-NE3],,,N00027623,21284.0,"Smith, Adrian (Rep.) [R-NE3]",RepAdrianSmith,RepAdrianSmith,202-225-6435,representative,Representative,,,,,2017-01-03,NE,Rep.,Representative,http://adriansmith.house.gov
249,,[115],True,Representative for New Hampshire's 1st congressional district,1.0,2019-01-03,1530 Longworth HOB; Washington DC 20515-2901,,,,1530 Longworth House Office Building,http://shea-porter.house.gov/rss.xml,43976,,Democrat,S001170,1952-12-02,1021773.0,Carol,female,Female,412219,Shea-Porter,https://www.govtrack.us/congress/members/carol_shea_porter/412219,,Rep. Carol Shea-Porter [D-NH1],,,N00028091,65891.0,"Shea-Porter, Carol (Rep.) [D-NH1]",,,202-225-5456,representative,Representative,,,,,2017-01-03,NH,Rep.,Representative,https://shea-porter.house.gov
250,,[115],True,Representative for New York's 9th congressional district,9.0,2019-01-03,2058 Rayburn HOB; Washington DC 20515-3209,,,,2058 Rayburn House Office Building,http://clarke.house.gov/news/rss.aspx,43977,,Democrat,C001067,1964-11-21,1022875.0,Yvette,female,Female,412221,Clarke,https://www.govtrack.us/congress/members/yvette_clarke/412221,D.,Rep. Yvette Clarke [D-NY9],,,N00026961,44741.0,"Clarke, Yvette (Rep.) [D-NY9]",YvetteClarke,repyvetteclarke,202-225-6231,representative,Representative,,,,,2017-01-03,NY,Rep.,Representative,https://clarke.house.gov
251,,[115],True,Representative for Ohio's 4th congressional district,4.0,2019-01-03,2056 Rayburn HOB; Washington DC 20515-3504,,,,2056 Rayburn House Office Building,http://jordan.house.gov/news/rss.aspx,43978,,Republican,J000289,1964-02-17,1022879.0,Jim,male,Male,412226,Jordan,https://www.govtrack.us/congress/members/jim_jordan/412226,,Rep. Jim Jordan [R-OH4],,,N00027894,8158.0,"Jordan, Jim (Rep.) [R-OH4]",Jim_Jordan,RepJimJordan,202-225-2676,representative,Representative,,,,,2017-01-03,OH,Rep.,Representative,http://jordan.house.gov
252,,[115],True,Representative for Tennessee's 9th congressional district,9.0,2019-01-03,2404 Rayburn HOB; Washington DC 20515-4209,,,,2404 Rayburn House Office Building,http://cohen.house.gov/rss.xml,43979,,Democrat,C001068,1949-05-24,1022876.0,Steve,male,Male,412236,Cohen,https://www.govtrack.us/congress/members/steve_cohen/412236,,Rep. Steve Cohen [D-TN9],,,N00003225,24340.0,"Cohen, Steve (Rep.) [D-TN9]",RepCohen,repcohen,202-225-3265,representative,Representative,,,,,2017-01-03,TN,Rep.,Representative,https://cohen.house.gov
253,,[115],True,Representative for Vermont At Large,0.0,2019-01-03,2303 Rayburn HOB; Washington DC 20515-4500,,,,2303 Rayburn House Office Building,http://www.welch.house.gov/index.php?format=feed&amp;type=rss,43980,,Democrat,W000800,1947-05-02,1019990.0,Peter,male,Male,412239,Welch,https://www.govtrack.us/congress/members/peter_welch/412239,,Rep. Peter Welch [D-VT0],,,N00000515,51272.0,"Welch, Peter (Rep.) [D-VT0]",PeterWelch,reppeterwelch,202-225-4115,representative,Representative,,,,,2017-01-03,VT,Rep.,Representative,https://welch.house.gov
254,,[115],True,Representative for Florida's 12th congressional district,12.0,2019-01-03,2112 Rayburn HOB; Washington DC 20515-0912,,,,2112 Rayburn House Office Building,http://bilirakis.house.gov/index.php?format=feed&amp;type=rss,43981,,Republican,B001257,1963-02-08,1022873.0,Gus,male,Male,412250,Bilirakis,https://www.govtrack.us/congress/members/gus_bilirakis/412250,M.,Rep. Gus Bilirakis [R-FL12],,,N00027462,17318.0,"Bilirakis, Gus (Rep.) [R-FL12]",RepGusBilirakis,RepGusBilirakis,202-225-5755,representative,Representative,,,,,2017-01-03,FL,Rep.,Representative,https://bilirakis.house.gov
255,,[115],True,Representative for Massachusetts's 3rd congressional district,3.0,2019-01-03,1714 Longworth HOB; Washington DC 20515-2103,,,,1714 Longworth House Office Building,http://tsongas.house.gov/rss/press-releases.xml,43982,,Democrat,T000465,1946-04-26,21764.0,Niki,female,Female,412254,Tsongas,https://www.govtrack.us/congress/members/niki_tsongas/412254,S.,Rep. Niki Tsongas [D-MA3],,,N00029026,89417.0,"Tsongas, Niki (Rep.) [D-MA3]",NikiInTheHouse,RepTsongas,202-225-3411,representative,Representative,,,,,2017-01-03,MA,Rep.,Representative,https://tsongas.house.gov
256,,[115],True,Representative for Virginia's 1st congressional district,1.0,2019-01-03,2055 Rayburn HOB; Washington DC 20515-4601,,,,2055 Rayburn House Office Building,http://www.wittman.house.gov/index.php?format=feed&amp;type=rss,43983,,Republican,W000804,1959-02-03,1028089.0,Robert,male,Male,412255,Wittman,https://www.govtrack.us/congress/members/robert_wittman/412255,J.,Rep. Robert Wittman [R-VA1],,,N00029459,58133.0,"Wittman, Robert (Rep.) [R-VA1]",RobWittman,RobWittman,202-225-4261,representative,Representative,,,,,2017-01-03,VA,Rep.,Representative,http://wittman.house.gov
257,,[115],True,Representative for Ohio's 5th congressional district,5.0,2019-01-03,2448 Rayburn HOB; Washington DC 20515-3505,,,,2448 Rayburn House Office Building,http://latta.house.gov/news/rss.aspx,43984,,Republican,L000566,1956-04-18,1028071.0,Robert,male,Male,412256,Latta,https://www.govtrack.us/congress/members/robert_latta/412256,E.,Rep. Robert Latta [R-OH5],,,N00012233,9926.0,"Latta, Robert (Rep.) [R-OH5]",BobLatta,CongressmanBobLatta,202-225-6405,representative,Representative,,,,,2017-01-03,OH,Rep.,Representative,http://latta.house.gov
258,,[115],True,Representative for Illinois's 11th congressional district,11.0,2019-01-03,1224 Longworth HOB; Washington DC 20515-1311,,,,1224 Longworth House Office Building,http://foster.house.gov/rss.xml,43985,,Democrat,F000454,1955-10-07,1027346.0,Bill,male,Male,412257,Foster,https://www.govtrack.us/congress/members/bill_foster/412257,,Rep. Bill Foster [D-IL11],,,N00029139,101632.0,"Foster, Bill (Rep.) [D-IL11]",RepBillFoster,RepBillFoster,202-225-3515,representative,Representative,,,,,2017-01-03,IL,Rep.,Representative,http://foster.house.gov
259,,[115],True,Representative for Indiana's 7th congressional district,7.0,2019-01-03,2135 Rayburn HOB; Washington DC 20515-1407,,,,2135 Rayburn House Office Building,http://carson.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=1,43986,,Democrat,C001072,1974-10-16,1027364.0,André,male,Male,412258,Carson,https://www.govtrack.us/congress/members/andre_carson/412258,,Rep. André Carson [D-IN7],,,N00029513,84917.0,"Carson, André (Rep.) [D-IN7]",RepAndreCarson,repandrecarson,202-225-4011,representative,Representative,,,,,2017-01-03,IN,Rep.,Representative,http://carson.house.gov
260,,[115],True,Representative for California's 14th congressional district,14.0,2019-01-03,2465 Rayburn HOB; Washington DC 20515-0514,,,,2465 Rayburn House Office Building,http://speier.house.gov/index.php?format=feed&amp;type=rss,43987,,Democrat,S001175,1950-05-14,1027627.0,Jackie,female,Female,412259,Speier,https://www.govtrack.us/congress/members/jackie_speier/412259,,Rep. Jackie Speier [D-CA14],,,N00029649,8425.0,"Speier, Jackie (Rep.) [D-CA14]",RepSpeier,jackiespeierca12,202-225-3531,representative,Representative,,,,,2017-01-03,CA,Rep.,Representative,https://speier.house.gov
261,,[115],True,Representative for Louisiana's 1st congressional district,1.0,2019-01-03,2338 Rayburn HOB; Washington DC 20515-1801,,,,2338 Rayburn House Office Building,http://scalise.house.gov/rss.xml,43988,Majority Whip,Republican,S001176,1965-10-06,1015311.0,Steve,male,Male,412261,Scalise,https://www.govtrack.us/congress/members/steve_scalise/412261,Joseph,Rep. Steve Scalise [R-LA1],,,N00009660,9026.0,"Scalise, Steve (Rep.) [R-LA1]",SteveScalise,RepSteveScalise,202-225-3015,representative,Representative,,,,,2017-01-03,LA,Rep.,Representative,http://scalise.house.gov
262,,[115],True,Representative for Utah's 3rd congressional district,3.0,2019-01-03,2236 Rayburn HOB; Washington DC 20515-4403,,,,2236 Rayburn House Office Building,http://chaffetz.house.gov/rss.xml,43989,,Republican,C001076,1967-03-26,1031362.0,Jason,male,Male,412270,Chaffetz,https://www.govtrack.us/congress/members/jason_chaffetz/412270,,Rep. Jason Chaffetz [R-UT3],,,N00028958,103482.0,"Chaffetz, Jason (Rep.) [R-UT3]",JasonInTheHouse,JasonChaffetz,202-225-7751,representative,Representative,,,,,2017-01-03,UT,Rep.,Representative,https://chaffetz.house.gov
263,,[115],True,Representative for Colorado's 6th congressional district,6.0,2019-01-03,2443 Rayburn HOB; Washington DC 20515-0606,,,,2443 Rayburn House Office Building,http://coffman.house.gov/index.php?format=feed&amp;type=rss,43990,,Republican,C001077,1955-03-19,1031340.0,Mike,male,Male,412271,Coffman,https://www.govtrack.us/congress/members/mike_coffman/412271,,Rep. Mike Coffman [R-CO6],,,N00024753,1535.0,"Coffman, Mike (Rep.) [R-CO6]",RepMikeCoffman,CongressmanCoffman,202-225-7882,representative,Representative,,,,,2017-01-03,CO,Rep.,Representative,http://coffman.house.gov
264,,[115],True,Representative for Virginia's 11th congressional district,11.0,2019-01-03,2238 Rayburn HOB; Washington DC 20515-4611,,,,2238 Rayburn House Office Building,http://connolly.house.gov/common/rss//index.cfm?rss=44,43991,,Democrat,C001078,1950-03-30,1015936.0,Gerald,male,Male,412272,Connolly,https://www.govtrack.us/congress/members/gerald_connolly/412272,E.,Rep. Gerald Connolly [D-VA11],,,N00029891,95078.0,"Connolly, Gerald (Rep.) [D-VA11]",GerryConnolly,repconnolly,202-225-1492,representative,Representative,,,,,2017-01-03,VA,Rep.,Representative,https://connolly.house.gov
265,,[115],True,Representative for Kentucky's 2nd congressional district,2.0,2019-01-03,2434 Rayburn HOB; Washington DC 20515-1702,,,,2434 Rayburn House Office Building,http://guthrie.house.gov/common/rss/?rss=24,43992,,Republican,G000558,1964-02-18,1031343.0,Brett,male,Male,412278,Guthrie,https://www.govtrack.us/congress/members/brett_guthrie/412278,,Rep. Brett Guthrie [R-KY2],,,N00029675,18829.0,"Guthrie, Brett (Rep.) [R-KY2]",RepGuthrie,BrettGuthrie,202-225-3501,representative,Representative,,,,,2017-01-03,KY,Rep.,Representative,https://guthrie.house.gov
266,,[115],True,Representative for Mississippi's 3rd congressional district,3.0,2019-01-03,2227 Rayburn HOB; Washington DC 20515-2403,,,,2227 Rayburn House Office Building,http://harper.house.gov/rss.xml,43993,,Republican,H001045,1956-06-01,1031347.0,Gregg,male,Male,412280,Harper,https://www.govtrack.us/congress/members/gregg_harper/412280,,Rep. Gregg Harper [R-MS3],,,N00029632,101985.0,"Harper, Gregg (Rep.) [R-MS3]",GreggHarper,congressmanharper,202-225-5031,representative,Representative,,,,,2017-01-03,MS,Rep.,Representative,http://harper.house.gov
267,,[115],True,Representative for Connecticut's 4th congressional district,4.0,2019-01-03,1227 Longworth HOB; Washington DC 20515-0704,,,,1227 Longworth House Office Building,http://himes.house.gov/rss.xml,43994,,Democrat,H001047,1966-07-05,1031341.0,James,male,Male,412282,Himes,https://www.govtrack.us/congress/members/james_himes/412282,A.,Rep. James Himes [D-CT4],,,N00029070,106744.0,"Himes, James (Rep.) [D-CT4]",JAHimes,congressmanhimes,202-225-5541,representative,Representative,,,,,2017-01-03,CT,Rep.,Representative,https://himes.house.gov
268,,[115],True,Representative for California's 50th congressional district,50.0,2019-01-03,2429 Rayburn HOB; Washington DC 20515-0550,,,,2429 Rayburn House Office Building,http://hunter.house.gov/rss.xml,43995,,Republican,H001048,1976-12-07,1032398.0,Duncan,male,Male,412283,Hunter,https://www.govtrack.us/congress/members/duncan_hunter/412283,D.,Rep. Duncan Hunter [R-CA50],,,N00029258,104308.0,"Hunter, Duncan (Rep.) [R-CA50]",Rep_Hunter,CongressmanHunter,202-225-5672,representative,Representative,,,,,2017-01-03,CA,Rep.,Representative,https://hunter.house.gov
269,,[115],True,Representative for Kansas's 2nd congressional district,2.0,2019-01-03,1526 Longworth HOB; Washington DC 20515-1602,,,,1526 Longworth House Office Building,http://lynnjenkins.house.gov/common/rss/?rss=220,43996,,Republican,J000290,1963-06-10,1030550.0,Lynn,female,Female,412284,Jenkins,https://www.govtrack.us/congress/members/lynn_jenkins/412284,,Rep. Lynn Jenkins [R-KS2],,,N00029077,18594.0,"Jenkins, Lynn (Rep.) [R-KS2]",RepLynnJenkins,RepLynnJenkins,202-225-6601,representative,Representative,,,,,2017-01-03,KS,Rep.,Representative,https://lynnjenkins.house.gov
270,,[115],True,Representative for New Jersey's 7th congressional district,7.0,2019-01-03,2352 Rayburn HOB; Washington DC 20515-3007,,,,2352 Rayburn House Office Building,http://lance.house.gov/rss-button/rss-button/,43997,,Republican,L000567,1952-06-25,1031349.0,Leonard,male,Male,412290,Lance,https://www.govtrack.us/congress/members/leonard_lance/412290,,Rep. Leonard Lance [R-NJ7],,,N00000898,4443.0,"Lance, Leonard (Rep.) [R-NJ7]",RepLanceNJ7,CongressmanLance,202-225-5361,representative,Representative,,,,,2017-01-03,NJ,Rep.,Representative,http://lance.house.gov
271,,[115],True,Representative for Missouri's 3rd congressional district,3.0,2019-01-03,2230 Rayburn HOB; Washington DC 20515-2503,,,,2230 Rayburn House Office Building,http://luetkemeyer.house.gov/news/rss.aspx,43998,,Republican,L000569,1952-05-07,1031348.0,Blaine,male,Male,412292,Luetkemeyer,https://www.govtrack.us/congress/members/blaine_luetkemeyer/412292,,Rep. Blaine Luetkemeyer [R-MO3],,,N00030026,20400.0,"Luetkemeyer, Blaine (Rep.) [R-MO3]",RepBlainePress,BLuetkemeyer,202-225-2956,representative,Representative,,,,,2017-01-03,MO,Rep.,Representative,http://luetkemeyer.house.gov
272,,[115],True,Representative for New Mexico's 3rd congressional district,3.0,2019-01-03,2231 Rayburn HOB; Washington DC 20515-3103,,,,2231 Rayburn House Office Building,http://lujan.house.gov/index.php?option=com_bca-rss-syndicator&amp;feed_id=1,43999,,Democrat,L000570,1972-06-07,1031351.0,Ben,male,Male,412293,Luján,https://www.govtrack.us/congress/members/ben_lujan/412293,Ray,Rep. Ben Luján [D-NM3],,,N00029562,102842.0,"Luján, Ben (Rep.) [D-NM3]",RepBenRayLujan,Repbenraylujan,202-225-6190,representative,Representative,,,,,2017-01-03,NM,Rep.,Representative,https://lujan.house.gov
273,,[115],True,Representative for California's 4th congressional district,4.0,2019-01-03,2312 Rayburn HOB; Washington DC 20515-0504,,,,2312 Rayburn House Office Building,http://mcclintock.house.gov/atom.xml,44000,,Republican,M001177,1956-07-10,30359.0,Tom,male,Male,412295,McClintock,https://www.govtrack.us/congress/members/tom_mcclintock/412295,,Rep. Tom McClintock [R-CA4],,,N00006863,9715.0,"McClintock, Tom (Rep.) [R-CA4]",RepMcClintock,McClintockCA04,202-225-2511,representative,Representative,,,,,2017-01-03,CA,Rep.,Representative,http://mcclintock.house.gov
274,,[115],True,Representative for Texas's 22nd congressional district,22.0,2019-01-03,2133 Rayburn HOB; Washington DC 20515-4322,,,,2133 Rayburn House Office Building,feed://olson.house.gov/common/rss/?rss=82,44001,,Republican,O000168,1962-12-09,1031361.0,Pete,male,Male,412302,Olson,https://www.govtrack.us/congress/members/pete_olson/412302,,Rep. Pete Olson [R-TX22],,,N00029285,102008.0,"Olson, Pete (Rep.) [R-TX22]",RepPeteOlson,,202-225-5951,representative,Representative,,,,,2017-01-03,TX,Rep.,Representative,https://olson.house.gov
275,,[115],True,Representative for Minnesota's 3rd congressional district,3.0,2019-01-03,127 Cannon HOB; Washington DC 20515-2303,,,,127 Cannon House Office Building,http://paulsen.house.gov/common/rss//?rss=105,44002,,Republican,P000594,1965-05-14,1030000.0,Erik,male,Male,412303,Paulsen,https://www.govtrack.us/congress/members/erik_paulsen/412303,,Rep. Erik Paulsen [R-MN3],,,N00029391,3833.0,"Paulsen, Erik (Rep.) [R-MN3]",RepErikPaulsen,reperikpaulsen,202-225-2871,representative,Representative,,,,,2017-01-03,MN,Rep.,Representative,https://paulsen.house.gov
276,,[115],True,Representative for Maine's 1st congressional district,1.0,2019-01-03,2162 Rayburn HOB; Washington DC 20515-1901,,,,2162 Rayburn House Office Building,http://pingree.house.gov/index.php?format=feed&amp;type=rss,44003,,Democrat,P000597,1955-04-02,1002167.0,Chellie,female,Female,412307,Pingree,https://www.govtrack.us/congress/members/chellie_pingree/412307,,Rep. Chellie Pingree [D-ME1],,,N00013817,6586.0,"Pingree, Chellie (Rep.) [D-ME1]",ChelliePingree,congresswomanpingree,202-225-6116,representative,Representative,,,,,2017-01-03,ME,Rep.,Representative,https://pingree.house.gov
277,,[115],True,Representative for Colorado's 2nd congressional district,2.0,2019-01-03,1727 Longworth HOB; Washington DC 20515-0602,,,,1727 Longworth House Office Building,http://polis.house.gov/news/rss.aspx,44004,,Democrat,P000598,1975-05-12,1031300.0,Jared,male,Male,412308,Polis,https://www.govtrack.us/congress/members/jared_polis/412308,,Rep. Jared Polis [D-CO2],,,N00029127,106220.0,"Polis, Jared (Rep.) [D-CO2]",JaredPolis,JaredPolis31275,202-225-2161,representative,Representative,,,,,2017-01-03,CO,Rep.,Representative,http://polis.house.gov
278,,[115],True,Representative for Florida's 8th congressional district,8.0,2019-01-03,2150 Rayburn HOB; Washington DC 20515-0908,,,,2150 Rayburn House Office Building,http://posey.house.gov/news/rss.aspx?documenttypeid=1487,44005,,Republican,P000599,1947-12-18,88959.0,Bill,male,Male,412309,Posey,https://www.govtrack.us/congress/members/bill_posey/412309,,Rep. Bill Posey [R-FL8],,,N00029662,24280.0,"Posey, Bill (Rep.) [R-FL8]",CongBillPosey,CongressmanPosey,202-225-3671,representative,Representative,,,,,2017-01-03,FL,Rep.,Representative,http://posey.house.gov
279,,[115],True,Representative for Tennessee's 1st congressional district,1.0,2019-01-03,336 Cannon HOB; Washington DC 20515-4201,,,,336 Cannon House Office Building,,44006,,Republican,R000582,1945-07-21,1031360.0,David,male,Male,412310,Roe,https://www.govtrack.us/congress/members/david_roe/412310,P.,Rep. David “Phil” Roe [R-TN1],,Phil,N00028463,65306.0,"Roe, David “Phil” (Rep.) [R-TN1]",DrPhilRoe,drphilroe,202-225-6356,representative,Representative,,,,,2017-01-03,TN,Rep.,Representative,http://roe.house.gov
280,,[115],True,Representative for Florida's 17th congressional district,17.0,2019-01-03,2160 Rayburn HOB; Washington DC 20515-0917,,,,2160 Rayburn House Office Building,http://rooney.house.gov/index.php?format=feed&amp;type=rss,44007,,Republican,R000583,1970-11-21,1030486.0,Thomas,male,Male,412311,Rooney,https://www.govtrack.us/congress/members/thomas_rooney/412311,J.,Rep. Thomas Rooney [R-FL17],,,N00029018,107800.0,"Rooney, Thomas (Rep.) [R-FL17]",TomRooney,CongressmanRooney,202-225-5792,representative,Representative,,,,,2017-01-03,FL,Rep.,Representative,https://rooney.house.gov
281,,[115],True,Delegate for the Northern Mariana Islands,0.0,2019-01-03,2411 Rayburn HOB; Washington DC 20515-5201,,,,2411 Rayburn House Office Building,http://sablan.house.gov/rss.xml,44008,,Democrat,S001177,1955-01-19,1031366.0,Gregorio,male,Male,412312,Sablan,https://www.govtrack.us/congress/members/gregorio_sablan/412312,Kilili Camacho,Rep. Gregorio Sablan [D-MP0],,,N00030418,110903.0,"Sablan, Gregorio (Rep.) [D-MP0]",,CongressmanSablan,202-225-2646,representative,Representative,,,,,2017-01-03,MP,Rep.,Delegate,http://sablan.house.gov
282,,[115],True,Representative for Oregon's 5th congressional district,5.0,2019-01-03,2431 Rayburn HOB; Washington DC 20515-3705,,,,2431 Rayburn House Office Building,http://schrader.house.gov/news/rss.aspx,44009,,Democrat,S001180,1951-10-19,1031358.0,Kurt,male,Male,412315,Schrader,https://www.govtrack.us/congress/members/kurt_schrader/412315,,Rep. Kurt Schrader [D-OR5],,,N00030071,10813.0,"Schrader, Kurt (Rep.) [D-OR5]",RepSchrader,repkurtschrader,202-225-5711,representative,Representative,,,,,2017-01-10,OR,Rep.,Representative,http://schrader.house.gov
283,,[115],True,Representative for Pennsylvania's 5th congressional district,5.0,2019-01-03,124 Cannon HOB; Washington DC 20515-3805,,,,124 Cannon House Office Building,http://thompson.house.gov/rss.xml,44010,,Republican,T000467,1959-07-27,1031359.0,Glenn,male,Male,412317,Thompson,https://www.govtrack.us/congress/members/glenn_thompson/412317,,Rep. Glenn Thompson [R-PA5],,,N00029736,24046.0,"Thompson, Glenn (Rep.) [R-PA5]",CongressmanGT,CongressmanGT,202-225-5121,representative,Representative,,,,,2017-01-03,PA,Rep.,Representative,http://thompson.house.gov
284,,[115],True,Representative for Nevada's 1st congressional district,1.0,2019-01-03,2464 Rayburn HOB; Washington DC 20515-2801,,,,2464 Rayburn House Office Building,http://titus.house.gov/rss.xml,44011,,Democrat,T000468,1950-05-23,1021622.0,Dina,female,Female,412318,Titus,https://www.govtrack.us/congress/members/dina_titus/412318,,Rep. Dina Titus [D-NV1],,,N00030191,2629.0,"Titus, Dina (Rep.) [D-NV1]",RepDinaTitus,CongresswomanTitus,202-225-5965,representative,Representative,,,,,2017-01-03,NV,Rep.,Representative,https://titus.house.gov
